16-3-18=slide_3=cell_3=01=01.mat,16-3-18,88M,other,ND,data
16-3-18=slide_3=cell_3=01=01_calib.mat,16-3-18,59M,other,ND,calib
16-3-20=slide_1=cell_1=01=01.mat,16-3-20,51M,other,ND,data
16-3-20=slide_1=cell_1=01=01_calib.mat,16-3-20,11M,other,ND,calib
16-3-20=slide_1=cell_2=01=01.mat,16-3-20,51M,other,ND,data
16-3-20=slide_1=cell_2=01=01_calib.mat,16-3-20,9.5M,other,ND,calib
16-3-20=slide_1=cell_3=01=01.mat,16-3-20,48M,other,ND,data
16-3-20=slide_1=cell_3=01=01_calib.mat,16-3-20,9.3M,other,ND,calib
16-3-20=slide_1=cell_4=01=01.mat,16-3-20,51M,other,ND,data
16-3-20=slide_1=cell_4=01=01_calib.mat,16-3-20,11M,other,ND,calib
16-3-20=slide_1=cell_5=01=01.mat,16-3-20,47M,other,ND,data
16-3-20=slide_1=cell_5=01=01_calib.mat,16-3-20,9.2M,other,ND,calib
16-3-20=slide_1=cell_6=01=01.mat,16-3-20,46M,other,ND,data
16-3-20=slide_1=cell_6=01=01_calib.mat,16-3-20,9.1M,other,ND,calib
16-3-20=slide_1=cell_7=01=01.mat,16-3-20,48M,other,ND,data
16-3-20=slide_1=cell_7=01=01_calib.mat,16-3-20,9.4M,other,ND,calib
16-3-20=slide_2=cell_1=01=01.mat,16-3-20,47M,other,ND,data
16-3-20=slide_2=cell_1=01=01_calib.mat,16-3-20,9.5M,other,ND,calib
16-3-20=slide_2=cell_2=01=01.mat,16-3-20,53M,other,ND,data
16-3-20=slide_2=cell_2=01=01_calib.mat,16-3-20,11M,other,ND,calib
16-3-20=slide_2=cell_4=01=01.mat,16-3-20,46M,other,ND,data
16-3-20=slide_2=cell_4=01=01_calib.mat,16-3-20,9.2M,other,ND,calib
16-3-20=slide_2=cell_6=01=01.mat,16-3-20,49M,other,ND,data
16-3-20=slide_2=cell_6=01=01_calib.mat,16-3-20,9.8M,other,ND,calib
16-3-20=slide_2=cell_7=01=01.mat,16-3-20,49M,other,ND,data
16-3-20=slide_2=cell_7=01=01_calib.mat,16-3-20,9.5M,other,ND,calib
16-3-20=slide_3=cell_1=01=01.mat,16-3-20,54M,other,ND,data
16-3-20=slide_3=cell_1=01=01_calib.mat,16-3-20,11M,other,ND,calib
16-3-20=slide_3=cell_2=01=01.mat,16-3-20,48M,other,ND,data
16-3-20=slide_3=cell_2=01=01_calib.mat,16-3-20,9.7M,other,ND,calib
16-3-20=slide_3=cell_3=01=01.mat,16-3-20,49M,other,ND,data
16-3-20=slide_3=cell_3=01=01_calib.mat,16-3-20,11M,other,ND,calib
16-3-20=slide_3=cell_4=01=01.mat,16-3-20,51M,other,ND,data
16-3-20=slide_3=cell_4=01=01_calib.mat,16-3-20,10M,other,ND,calib
16-3-20=slide_3=cell_5=01=01.mat,16-3-20,19M,other,ND,data
16-3-20=slide_3=cell_5=01=01_calib.mat,16-3-20,8.9M,other,ND,calib
16-3-4=pgk_temp_control_01=cell_1=01=01.mat,16-3-4,44M,control,0,data
16-3-4=pgk_temp_control_01=cell_1=01=01_calib.mat,16-3-4,9.0M,control,0,calib
16-3-4=pgk_temp_control_01=cell_2=01=01.mat,16-3-4,49M,control,0,data
16-3-4=pgk_temp_control_01=cell_2=01=01_calib.mat,16-3-4,9.7M,control,0,calib
16-3-4=pgk_temp_control_02=cell_1=01=01.mat,16-3-4,50M,control,0,data
16-3-4=pgk_temp_control_02=cell_1=01=01_calib.mat,16-3-4,11M,control,0,calib
16-3-4=pgk_temp_control_02=cell_2=01=01.mat,16-3-4,47M,control,0,data
16-3-4=pgk_temp_control_02=cell_2=01=01_calib.mat,16-3-4,9.4M,control,0,calib
16-3-4=pgk_temp_control_03=cell_1=01=01.mat,16-3-4,48M,control,0,data
16-3-4=pgk_temp_control_03=cell_1=01=01_calib.mat,16-3-4,9.4M,control,0,calib
16-3-4=pgk_temp_control_03=cell_2=01=01.mat,16-3-4,48M,control,0,data
16-3-4=pgk_temp_control_03=cell_2=01=01_calib.mat,16-3-4,9.3M,control,0,calib
16-4-17=slide_1=cell_1=01=01.mat,16-4-17,47M,other,ND,data
16-4-17=slide_1=cell_1=01=01_calib.mat,16-4-17,9.2M,other,ND,calib
16-4-17=slide_1=cell_2=01=01.mat,16-4-17,53M,other,ND,data
16-4-17=slide_1=cell_2=01=01_calib.mat,16-4-17,11M,other,ND,calib
16-4-17=slide_1=cell_3=01=01.mat,16-4-17,49M,other,ND,data
16-4-17=slide_1=cell_3=01=01_calib.mat,16-4-17,9.6M,other,ND,calib
16-4-17=slide_2=cell_1=01=01.mat,16-4-17,49M,other,ND,data
16-4-17=slide_2=cell_1=01=01_calib.mat,16-4-17,11M,other,ND,calib
16-4-17=slide_2=cell_2=01=01.mat,16-4-17,52M,other,ND,data
16-4-17=slide_2=cell_2=01=01_calib.mat,16-4-17,11M,other,ND,calib
16-4-17=slide_2=cell_3=01=01.mat,16-4-17,51M,other,ND,data
16-4-17=slide_2=cell_3=01=01_calib.mat,16-4-17,9.9M,other,ND,calib
16-4-17=slide_3=cell_1=01=01.mat,16-4-17,52M,other,ND,data
16-4-17=slide_3=cell_1=01=01_calib.mat,16-4-17,10M,other,ND,calib
16-4-17=slide_3=cell_2=01=01.mat,16-4-17,49M,other,ND,data
16-4-17=slide_3=cell_2=01=01_calib.mat,16-4-17,9.6M,other,ND,calib
16-4-17=slide_3=cell_3=01=01.mat,16-4-17,56M,other,ND,data
16-4-17=slide_3=cell_3=01=01_calib.mat,16-4-17,12M,other,ND,calib
16-4-17=slide_4=cell_1=01=01.mat,16-4-17,62M,other,ND,data
16-4-17=slide_4=cell_1=01=01_calib.mat,16-4-17,13M,other,ND,calib
16-4-17=slide_4=cell_2=01=01.mat,16-4-17,59M,other,ND,data
16-4-17=slide_4=cell_2=01=01_calib.mat,16-4-17,12M,other,ND,calib
16-4-8=slide_1_urea=cell_2=01=01.mat,16-4-8,58M,other,ND,data
16-4-8=slide_1_urea=cell_2=01=01_calib.mat,16-4-8,13M,other,ND,calib
16-4-8=slide_1_urea=cell_3=01=01.mat,16-4-8,55M,other,ND,data
16-4-8=slide_1_urea=cell_3=01=01_calib.mat,16-4-8,12M,other,ND,calib
16-4-8=slide_1_urea=cell_4=01=01.mat,16-4-8,56M,other,ND,data
16-4-8=slide_1_urea=cell_4=01=01_calib.mat,16-4-8,12M,other,ND,calib
16-4-8=slide_2_urea=cell_1=01=01.mat,16-4-8,64M,other,ND,data
16-4-8=slide_2_urea=cell_1=01=01_calib.mat,16-4-8,14M,other,ND,calib
16-4-8=slide_2_urea=cell_2=01=01.mat,16-4-8,59M,other,ND,data
16-4-8=slide_2_urea=cell_2=01=01_calib.mat,16-4-8,12M,other,ND,calib
16-4-8=slide_2_urea=cell_3=01=01.mat,16-4-8,58M,other,ND,data
16-4-8=slide_2_urea=cell_3=01=01_calib.mat,16-4-8,13M,other,ND,calib
16-4-8=slide_2_urea=cell_4=01=01.mat,16-4-8,55M,other,ND,data
16-4-8=slide_2_urea=cell_4=01=01_calib.mat,16-4-8,12M,other,ND,calib
16-5-18=slide_1=cell_1=01=01.mat,16-5-18,58M,other,ND,data
16-5-18=slide_1=cell_1=01=01_calib.mat,16-5-18,12M,other,ND,calib
16-5-18=slide_1=cell_2=01=01.mat,16-5-18,61M,other,ND,data
16-5-18=slide_1=cell_2=01=01_calib.mat,16-5-18,12M,other,ND,calib
16-5-18=slide_1=cell_3=01=01.mat,16-5-18,58M,other,ND,data
16-5-18=slide_1=cell_3=01=01_calib.mat,16-5-18,12M,other,ND,calib
16-5-18=slide_2=cell_1=01=01.mat,16-5-18,60M,other,ND,data
16-5-18=slide_2=cell_1=01=01_calib.mat,16-5-18,13M,other,ND,calib
16-5-18=slide_2=cell_3=01=01.mat,16-5-18,58M,other,ND,data
16-5-18=slide_2=cell_3=01=01_calib.mat,16-5-18,13M,other,ND,calib
16-5-18=slide_2=cell_4=01=01.mat,16-5-18,62M,other,ND,data
16-5-18=slide_2=cell_4=01=01_calib.mat,16-5-18,13M,other,ND,calib
16-5-18=slide_2=cell_5=01=01.mat,16-5-18,61M,other,ND,data
16-5-18=slide_2=cell_5=01=01_calib.mat,16-5-18,13M,other,ND,calib
16-5-18=slide_2=cell_6=01=01.mat,16-5-18,61M,other,ND,data
16-5-18=slide_2=cell_6=01=01_calib.mat,16-5-18,13M,other,ND,calib
16-5-18=slide_4=cell_2=01=01.mat,16-5-18,60M,other,ND,data
16-5-18=slide_4=cell_2=01=01_calib.mat,16-5-18,14M,other,ND,calib
16-5-18=slide_4=cell_3=01=01.mat,16-5-18,55M,other,ND,data
16-5-18=slide_4=cell_3=01=01_calib.mat,16-5-18,12M,other,ND,calib
16-5-18=slide_4=cell_4=01=01.mat,16-5-18,57M,other,ND,data
16-5-18=slide_4=cell_4=01=01_calib.mat,16-5-18,12M,other,ND,calib
16-5-18=slide_4=cell_5=01=01.mat,16-5-18,60M,other,ND,data
16-5-18=slide_4=cell_5=01=01_calib.mat,16-5-18,13M,other,ND,calib
16-5-18=slide_4=cell_6=01=01.mat,16-5-18,47M,other,ND,data
16-5-18=slide_4=cell_6=01=01_calib.mat,16-5-18,11M,other,ND,calib
16-5-19=slide_1=cell_1=01=01.mat,16-5-19,46M,other,ND,data
16-5-19=slide_1=cell_1=01=01_calib.mat,16-5-19,11M,other,ND,calib
16-5-19=slide_2=cell_1=01=01.mat,16-5-19,49M,other,ND,data
16-5-19=slide_2=cell_1=01=01_calib.mat,16-5-19,11M,other,ND,calib
16-5-19=slide_2=cell_2=01=01.mat,16-5-19,49M,other,ND,data
16-5-19=slide_2=cell_2=01=01_calib.mat,16-5-19,9.9M,other,ND,calib
16-5-19=slide_2=cell_3=01=01.mat,16-5-19,53M,other,ND,data
16-5-19=slide_2=cell_3=01=01_calib.mat,16-5-19,11M,other,ND,calib
16-5-19=slide_3=cell_1=01=01.mat,16-5-19,50M,other,ND,data
16-5-19=slide_3=cell_1=01=01_calib.mat,16-5-19,11M,other,ND,calib
16-5-19=slide_3=cell_2=01=01.mat,16-5-19,53M,other,ND,data
16-5-19=slide_3=cell_2=01=01_calib.mat,16-5-19,11M,other,ND,calib
16-5-19=slide_3=cell_3=01=01.mat,16-5-19,51M,other,ND,data
16-5-19=slide_3=cell_3=01=01_calib.mat,16-5-19,11M,other,ND,calib
16-5-19=slide_4=cell_1=01=01.mat,16-5-19,52M,other,ND,data
16-5-19=slide_4=cell_1=01=01_calib.mat,16-5-19,11M,other,ND,calib
16-5-19=slide_4=cell_2=01=01.mat,16-5-19,53M,other,ND,data
16-5-19=slide_4=cell_2=01=01_calib.mat,16-5-19,11M,other,ND,calib
16-5-19=slide_4=cell_3=01=01.mat,16-5-19,52M,other,ND,data
16-5-19=slide_4=cell_3=01=01_calib.mat,16-5-19,11M,other,ND,calib
16-5-19=slide_4=cell_4=01=01.mat,16-5-19,49M,other,ND,data
16-5-19=slide_4=cell_4=01=01_calib.mat,16-5-19,9.9M,other,ND,calib
16-5-19=slide_4=cell_5=01=01.mat,16-5-19,51M,other,ND,data
16-5-19=slide_4=cell_5=01=01_calib.mat,16-5-19,11M,other,ND,calib
16-5-19=slide_5=cell_1=01=01.mat,16-5-19,47M,other,ND,data
16-5-19=slide_5=cell_1=01=01_calib.mat,16-5-19,9.5M,other,ND,calib
16-5-19=slide_5=cell_2=01=01.mat,16-5-19,45M,other,ND,data
16-5-19=slide_5=cell_2=01=01_calib.mat,16-5-19,9.6M,other,ND,calib
16-5-19=slide_5=cell_3=01=01.mat,16-5-19,46M,other,ND,data
16-5-19=slide_5=cell_3=01=01_calib.mat,16-5-19,11M,other,ND,calib
16-5-19=slide_5=cell_4=01=01.mat,16-5-19,44M,other,ND,data
16-5-19=slide_5=cell_4=01=01_calib.mat,16-5-19,9.2M,other,ND,calib
16-5-19=slide_5=cell_5=01=01.mat,16-5-19,47M,other,ND,data
16-5-19=slide_5=cell_5=01=01_calib.mat,16-5-19,11M,other,ND,calib
16-5-20=slide_1=cell_4=01=01.mat,16-5-20,44M,other,ND,data
16-5-20=slide_1=cell_4=01=01_calib.mat,16-5-20,9.4M,other,ND,calib
16-5-20=slide_1=cell_5=01=01.mat,16-5-20,53M,other,ND,data
16-5-20=slide_1=cell_5=01=01_calib.mat,16-5-20,11M,other,ND,calib
16-5-20=slide_1=cell_6=01=01.mat,16-5-20,50M,other,ND,data
16-5-20=slide_1=cell_6=01=01_calib.mat,16-5-20,9.8M,other,ND,calib
16-5-20=slide_1=cell_7=01=01.mat,16-5-20,48M,other,ND,data
16-5-20=slide_1=cell_7=01=01_calib.mat,16-5-20,9.9M,other,ND,calib
16-5-20=slide_2=cell_2=01=01.mat,16-5-20,46M,other,ND,data
16-5-20=slide_2=cell_2=01=01_calib.mat,16-5-20,9.8M,other,ND,calib
16-5-20=slide_2=cell_3=01=01.mat,16-5-20,49M,other,ND,data
16-5-20=slide_2=cell_3=01=01_calib.mat,16-5-20,10M,other,ND,calib
16-5-20=slide_2=cell_5=01=01.mat,16-5-20,45M,other,ND,data
16-5-20=slide_2=cell_5=01=01_calib.mat,16-5-20,25M,other,ND,calib
16-5-20=slide_2=cell_6=01=01.mat,16-5-20,49M,other,ND,data
16-5-20=slide_2=cell_6=01=01_calib.mat,16-5-20,9.8M,other,ND,calib
16-5-20=slide_2=cell_7=01=01.mat,16-5-20,46M,other,ND,data
16-5-20=slide_2=cell_7=01=01_calib.mat,16-5-20,9.2M,other,ND,calib
16-5-20=slide_3=cell_3=01=01.mat,16-5-20,50M,other,ND,data
16-5-20=slide_3=cell_3=01=01_calib.mat,16-5-20,11M,other,ND,calib
16-5-20=slide_3=cell_4=01=01.mat,16-5-20,39M,other,ND,data
16-5-20=slide_3=cell_4=01=01_calib.mat,16-5-20,8.1M,other,ND,calib
16-5-20=slide_3=cell_6=01=01.mat,16-5-20,41M,other,ND,data
16-5-20=slide_3=cell_6=01=01_calib.mat,16-5-20,8.6M,other,ND,calib
16-5-20=slide_3=cell_7=01=01.mat,16-5-20,48M,other,ND,data
16-5-20=slide_3=cell_7=01=01_calib.mat,16-5-20,10M,other,ND,calib
16-5-28=slide_1=cell_1=01=01.mat,16-5-28,42M,other,ND,data
16-5-28=slide_1=cell_1=01=01_calib.mat,16-5-28,8.7M,other,ND,calib
16-5-28=slide_1=cell_2=01=01.mat,16-5-28,43M,other,ND,data
16-5-28=slide_1=cell_2=01=01_calib.mat,16-5-28,9.0M,other,ND,calib
16-5-28=slide_1=cell_3=01=01.mat,16-5-28,47M,other,ND,data
16-5-28=slide_1=cell_3=01=01_calib.mat,16-5-28,9.4M,other,ND,calib
16-5-28=slide_2=cell_1=01=01.mat,16-5-28,45M,other,ND,data
16-5-28=slide_2=cell_1=01=01_calib.mat,16-5-28,9.2M,other,ND,calib
16-5-28=slide_2=cell_2=01=01.mat,16-5-28,49M,other,ND,data
16-5-28=slide_2=cell_2=01=01_calib.mat,16-5-28,11M,other,ND,calib
16-5-28=slide_2=cell_3=01=01.mat,16-5-28,46M,other,ND,data
16-5-28=slide_2=cell_3=01=01_calib.mat,16-5-28,9.6M,other,ND,calib
16-5-28=slide_3=cell_1=01=01.mat,16-5-28,47M,other,ND,data
16-5-28=slide_3=cell_1=01=01_calib.mat,16-5-28,9.8M,other,ND,calib
16-5-28=slide_3=cell_2=01=01.mat,16-5-28,45M,other,ND,data
16-5-28=slide_3=cell_2=01=01_calib.mat,16-5-28,9.5M,other,ND,calib
16-5-28=slide_4=cell_1=01=01.mat,16-5-28,45M,other,ND,data
16-5-28=slide_4=cell_1=01=01_calib.mat,16-5-28,9.5M,other,ND,calib
16-5-28=slide_4=cell_3=01=01.mat,16-5-28,46M,other,ND,data
16-5-28=slide_4=cell_3=01=01_calib.mat,16-5-28,9.4M,other,ND,calib
16-5-31=mcherry_slide_test=trial_1=01=01.mat,16-5-31,45M,other,ND,data
16-5-31=mcherry_slide_test=trial_1=01=01_calib.mat,16-5-31,9.4M,other,ND,calib
16-5-31=mcherry_slide_test=trial_2=01=01.mat,16-5-31,39M,other,ND,data
16-5-31=mcherry_slide_test=trial_2=01=01_calib.mat,16-5-31,23M,other,ND,calib
16-5-31=slide_1_(.3M_urea)=cell_1=01=01.mat,16-5-31,47M,other,ND,data
16-5-31=slide_1_(.3M_urea)=cell_1=01=01_calib.mat,16-5-31,9.4M,other,ND,calib
16-5-31=slide_1_(.3M_urea)=cell_2=01=01.mat,16-5-31,48M,other,ND,data
16-5-31=slide_1_(.3M_urea)=cell_2=01=01_calib.mat,16-5-31,11M,other,ND,calib
16-5-31=slide_2_(.2M_urea)=cell_1=01=01.mat,16-5-31,47M,other,ND,data
16-5-31=slide_2_(.2M_urea)=cell_1=01=01_calib.mat,16-5-31,9.8M,other,ND,calib
16-5-31=slide_2_(.2M_urea)=cell_2=01=01.mat,16-5-31,49M,other,ND,data
16-5-31=slide_2_(.2M_urea)=cell_2=01=01_calib.mat,16-5-31,9.7M,other,ND,calib
16-5-31=slide_2_(.2M_urea)=cell_3=01=01.mat,16-5-31,51M,other,ND,data
16-5-31=slide_2_(.2M_urea)=cell_3=01=01_calib.mat,16-5-31,11M,other,ND,calib
16-5-31=slide_2_(.2M_urea)=cell_4=01=01.mat,16-5-31,51M,other,ND,data
16-5-31=slide_2_(.2M_urea)=cell_4=01=01_calib.mat,16-5-31,11M,other,ND,calib
16-5-31=slide_2_(.2M_urea)=cell_5=01=01.mat,16-5-31,46M,other,ND,data
16-5-31=slide_2_(.2M_urea)=cell_5=01=01_calib.mat,16-5-31,9.7M,other,ND,calib
16-5-31=slide_3_(.2M_urea)=cell_1=01=01.mat,16-5-31,51M,other,ND,data
16-5-31=slide_3_(.2M_urea)=cell_1=01=01_calib.mat,16-5-31,49M,other,ND,calib
16-5-31=slide_3_(.2M_urea)=cell_2=01=01.mat,16-5-31,9.6M,other,ND,data
16-5-31=slide_3_(.2M_urea)=cell_2=01=01_calib.mat,16-5-31,47M,other,ND,calib
16-5-31=slide_3_(.2M_urea)=cell_4=01=01.mat,16-5-31,10M,other,ND,data
